id_bien;No voie;B/T/Q;Type de voie;Voie;Nombre pieces principales;Surface Carrez du 1er lot;Surface reelle bati;Type local;code_dep_com
394;32;;RUE;DES PETITS HOTELS;2;49.6;50;Appartement;75110
395;25;;PAS;DUBAIL;3;69.08;71;Appartement;75110
396;13;;BD;DE LA VILLETTE;3;50.78;48;Appartement;75110
397;6;;RUE;DE NEMOURS;1;18.21;23;Appartement;75111
398;15;;BD;RICHARD LENOIR;5;130.65;135;Appartement;75111
399;4;;RUE;MAILLARD;3;53.8;53;Appartement;75111
400;4;;RUE;MAILLARD;2;31.48;32;Appartement;75111
401;9;;RUE;DES BOULETS;2;26.98;23;Appartement;75111
402;11;;AV;DU BEL AIR;3;64.38;57;Appartement;75112
403;16;;RUE;LACUEE;2;48.65;50;Appartement;75112
404;120;;RUE;DU MOULIN DES PRES;2;47.03;51;Appartement;75113
405;45;;RUE;BOULARD;3;52.28;31;Appartement;75114
406;41;;RUE;JONQUOY;4;77.97;75;Appartement;75114
407;12;;RUE;JONQUOY;3;54.56;50;Appartement;75114
408;10;;RUE;FIRMIN GILLOT;1;10.8;12;Appartement;75115
409;37;;RUE;FONDARY;3;55.63;62;Appartement;75115
410;36;;AV;GEORGES MANDEL;8;360.95;357;Appartement;75116
411;15;;RUE;DUFRENOY;1;30.02;27;Appartement;75116
412;11;;RUE;DE L ARC DE TRIOMPHE;2;50.22;55;Appartement;75117
413;132;;RUE;DE TOCQUEVILLE;1;28.35;14;Appartement;75117
414;32;;RUE;LEGENDRE;3;48.88;50;Appartement;75117
415;17;;RUE;DE CHEROY;7;131.25;135;Appartement;75117
416;7;;RUE;NOLLET;3;39.34;42;Appartement;75117
417;3;;RUE;BRIDAINE;1;22.84;22;Appartement;75117
418;98;;RUE;NOLLET;4;83.25;80;Appartement;75117
419;75;;RUE;DOUDEAUVILLE;1;13.15;11;Appartement;75118
420;37;;RUE;DE LA PLAINE;2;46.01;48;Appartement;75120
421;2;;SQ;BRUSSEAU;2;39.6;52;Appartement;77061
422;24;;RUE;GRANDE;2;45.45;46;Appartement;77079
423;1;;RUE;DE BOURGOGNE;3;60.7;60;Appartement;77118
424;3;;PL;PAUL EMILE VICTOR;3;55.2;55;Appartement;77284
425;120;;ALL;DE PLEIN CIEL;5;100.8;100;Appartement;77285
426;41;;BD;DE L ALMONT;1;25.45;25;Appartement;77288
427;38;;RUE;DE LA CHARBONNIERE;1;40.35;40;Appartement;77307
428;5929;B;CITE;DES GUETTES;4;99.42;99;Appartement;77419
429;17;;RUE;DE LA MARNE;5;118.56;107;Maison;77450
430;4;;;RES LA FONTAINE SAINT MARC;3;66.42;67;Appartement;77487
431;2;;QUAI;DE L AMIRAL MOUCHEZ;3;75.16;75;Appartement;78146
432;1;;AV;MONTAIGNE;3;56.83;54;Appartement;78165
433;57;;AV;DE SAINT GERMAIN;1;27.01;25;Appartement;78358
434;57;;AV;DE SAINT GERMAIN;5;111.0;112;Appartement;78358
435;26;;ALL;CLAUDE MONET;2;52.53;53;Appartement;78372
436;22;;RUE;DU GEN DE GAULLE;4;55.03;65;Appartement;78382
437;2;;AV;P MARTIN LUTHER KING;5;88.78;91;Appartement;78481
438;6;;AV;JEAN JAURES;1;17.78;20;Appartement;78586
439;3;;RUE;REMONT;5;98.99;110;Maison;78646
440;23;;RUE;SAINT GERMAIN;1;19.97;20;Appartement;80021
441;77;;RUE;DE MAYOCQ;4;87.02;85;Maison;80228
442;30;;RUE;DE LA COMEDIE;2;48.4;52;Appartement;82121
443;183;;BD;DE PIERREPLANE;1;25.29;26;Appartement;83009
444;22;;AV;DU PORT;3;68.46;70;Appartement;83112
445;184;;AV;DU CARMEL;3;57.68;51;Appartement;83137
446;57;;RUE;DU DOC PACCARD;3;63.17;79;Appartement;84031
447;27;;BD;DE L'OCEAN;3;52.9;52;Appartement;85164
448;22;;RUE;PIERRE LEROUX;2;44.4;44;Appartement;87085
449;636;;;CITE DU DOCTEUR BARRIERE;3;65.74;56;Appartement;87161
450;10;;RUE;MARIE MARVINGT;3;61.74;64;Appartement;88160
451;15;;RUE;DES AULNES;3;70.19;49;Appartement;88181
452;4;D;RUE;CAROLINE RIER;3;66.05;66;Appartement;91086
453;2;;RUE;DES FRANCS BOURGEOIS;5;89.43;89;Maison;91156
454;38;;BD;DE FONTAINEBLEAU;3;71.64;69;Appartement;91174
455;69;;AV;DES FAUVETTES;5;107.15;109;Maison;91326
456;34;;AV;FRANCOIS MOLE;4;87.01;96;Appartement;92002
457;49;;AV;D ARGENTEUIL;3;52.9;53;Appartement;92004
458;81;;RUE;DU BAC;3;63.2;60;Appartement;92004
459;97;;RUE;DU CHATEAU;5;122.8;75;Maison;92004
460;21;;AV;DE LA REDOUTE;2;53.39;52;Appartement;92004
461;10;;RUE;GEORGES GUYNEMER;1;25.5;27;Appartement;92004
462;221;;AV;D ARGENTEUIL;2;27.73;22;Appartement;92009
463;35;;RUE;RASPAIL;3;56.21;50;Appartement;92009
464;867;;CRS;AQUITAINE;4;96.33;93;Appartement;92012
465;56;;BD;DE LA REPUBLIQUE;2;49.42;50;Appartement;92012
466;2;;RUE;DE L ANCIENNE MAIRIE;2;51.34;50;Appartement;92012
467;35;;BD;D AUTEUIL;5;149.71;148;Appartement;92012
468;10;;AV;ANATOLE FRANCE;2;44.5;44;Appartement;92024
469;3;;RUE;DES ROSES;1;23.95;20;Appartement;92032
470;13;;RUE;VILLEBOIS MAREUIL;3;76.07;75;Maison;92036
471;12;;RUE;DES ACACIAS;3;70.0;55;Maison;92040
472;136;;RUE;ARISTIDE BRIAND;3;66.05;65;Appartement;92044
473;5;;RUE;BARBES;4;85.07;84;Appartement;92044
474;15;;RUE;BANES;3;58.94;59;Appartement;92048
475;17;T;RUE;SADI CARNOT;3;30.52;45;Appartement;92050
476;20;;RUE;DE ZILINA;3;71.62;68;Appartement;92050
477;7;;ALL;D ORLEANS;3;48.65;40;Appartement;92051
478;11;;RUE;DU GAL H BERTIER;4;122.79;130;Appartement;92051
479;119;;AV;EDOUARD HERRIOT;3;68.51;67;Appartement;92060
480;8;;RUE;LUCIEN VOILIN;1;23.28;22;Appartement;92062
481;115;;RUE;ESTIENNE D ORVES;1;22.51;22;Appartement;92063
482;9;;RUE;CROIX BOSSET;2;53.68;53;Appartement;92072
483;101;;RUE;DES CHENES;4;88.9;87;Maison;92073
484;23;;AV;DE LA REPUBLIQUE;4;64.41;60;Appartement;93006
485;98;;AV;PASTEUR;1;21.28;21;Appartement;93045
486;71;;RUE;DE ROMAINVILLE;3;49.28;48;Appartement;93045
487;137;B;RUE;DE PARIS;3;64.41;48;Appartement;93048
488;13;;RUE;DES ORMES;4;82.56;83;Appartement;93048
489;4;;ALL;PAUL LANGEVIN;4;73.6;73;Appartement;93072
490;8;;ALL;JOHANNES KEPLER;5;93.49;93;Appartement;93073
491;20;;RUE;FELIX EBOUE;4;72.52;75;Maison;94002
492;49;;RUE;MARCEL BOURDARIAS;3;59.69;57;Appartement;94002
493;9002;;RES;L ANGEVINE 2;4;85.22;84;Appartement;94004
494;197;;RUE;DE PARIS;2;34.92;34;Appartement;94018
495;25;;RUE;JULES VALLES;1;49.45;31;Maison;94022
496;1;;RUE;MARIN LA MESLEE;4;81.95;82;Appartement;94028
497;18;;AV;JEAN JAURES;3;68.12;68;Appartement;94037
498;8;;RUE;EMILE BLIN;1;20.5;25;Appartement;94041
499;5;;RUE;GEORGES POMPIDOU;1;26.72;28;Appartement;94043
500;9001;;;RES VERDUN LECLERC;2;41.7;39;Appartement;94044
501;13;;PL;LOUIS ARAGON;3;63.77;63;Appartement;94044
502;7;;RUE;DU MARECHAL VAILLANT;3;44.04;52;Appartement;94052
503;49;;RUE;PAUL BERT;1;28.5;28;Appartement;94052
504;39;;AV;DE BRETAGNE;5;94.35;81;Maison;94060
505;4;;RUE;RENARD;4;77.15;77;Appartement;94060
506;26;;RUE;JEAN JAURES;4;72.75;72;Appartement;94060
507;13;;AV;DES ARTS;9;304.8;300;Maison;94068
508;7;;RUE;ELSA TRIOLET;4;82.21;86;Maison;94074
509;25;;RUE;DE CROSNE;2;40.04;39;Appartement;94078
510;33;;RUE;DE MONTREUIL;4;77.41;82;Appartement;94080
511;16;;AV;DU GAL DE GAULLE;5;146.82;150;Appartement;94080
512;0;;RUE;PARMENTIER;3;41.75;45;Appartement;95039
513;27;;RUE;ALBERT MEUNIER;3;56.91;61;Appartement;95199
514;3;;ALL;CHARLES PEGUY;3;69.31;70;Appartement;95219
515;1;;AV;FOCH;4;80.28;94;Appartement;95306
516;0;;;DERRIERE LES TOURNELLES;4;77.7;78;Maison;95527
517;39;;RUE;BUFFON;4;108.65;91;Appartement;01033
518;151;;RTE;DE BELLEVILLE;3;86.8;90;Appartement;01258
519;8;;RUE;DE GENEVE;2;52.58;52;Appartement;01354
520;22;;RUE;DE LA FRATERNITE;1;34.9;38;Appartement;03190
521;10;;RUE;SAINT ANTOINE;2;22.47;23;Appartement;06004
522;4;;AV;CAMILLE BLANC;2;47.42;47;Appartement;06012
523;4;;RUE;DE STALINGRAD;1;66.12;67;Appartement;06029
524;59;;AV;DU MARECHAL JUIN;2;67.99;70;Appartement;06029
525;12;;BD;DE LA REPUBLIQUE;3;59.74;62;Appartement;06033
526;124;;PROM;VAL DU CAREI;2;46.66;46;Appartement;06083
527;1;;AV;DE VERDUN;2;42.84;42;Appartement;06083
528;5277;;;LE VILLAGE;1;22.71;25;Appartement;06092
529;85;;RTE;DE VALS;3;59.05;62;Appartement;07019
530;9004;;CITE;DE LA SOUBEYRANNE;5;85.93;86;Appartement;07042
531;9004;;CITE;DE LA SOUBEYRANNE;4;69.46;71;Appartement;07042
532;5638;;RES;HAMEAU LES FALAISES;2;28.52;29;Appartement;07304
533;3;;RUE;JEAN JAURES;1;27.76;48;Appartement;11262
534;159;;RES;HORIZON;2;21.51;22;Appartement;11266
535;27;;AV;MARECHAL FOCH;2;50.43;35;Appartement;13022
536;9012;;MAIL;LE MAIL;3;64.3;65;Appartement;13119
537;57;;RUE;ADOLPHE THIERS;3;53.66;54;Appartement;13201
538;44;;RUE;CURIOL;1;20.37;24;Appartement;13201
539;46;;RUE;CHEVALIER PAUL;1;35.27;35;Appartement;13202
540;13;;RUE;BERANGER;3;55.7;53;Appartement;13204
541;77;;RUE;PAUTRIER;0;33.46;27;Appartement;13204
542;16;;RUE;ROBERT;2;22.8;21;Appartement;13207
543;89;;RUE;SAINT SEBASTIEN;1;51.43;51;Appartement;13208
544;30;;RUE;DES MOUSSES;1;20.45;20;Appartement;13208
545;14;;RUE;NEGRESKO;1;17.1;18;Appartement;13208
546;9001;;CITE;LE CORBUSIER;4;103.14;96;Appartement;13208
547;34;E;RUE;NICOLE ZEMMOUR;3;68.81;68;Appartement;13209
548;296;;BD;ROMAIN ROLLAND;5;76.15;77;Appartement;13209
549;25;;BD;BONIFAY;2;48.14;50;Appartement;13210
550;46;;RUE;SAINTE BAUME;1;27.3;30;Appartement;13210
551;49;;TSSE;DES BONNETS;4;67.2;68;Appartement;13213
552;6412;;VC;RES LES MARINES;2;36.23;36;Appartement;14754
553;48;;AV;EMILE ZOLA;1;27.0;25;Appartement;19031
554;87;;RUE;DE GOUEDIC;2;36.08;35;Appartement;22278
555;20;B;RUE;DE L ABREUVOIR;1;32.0;32;Appartement;25265
556;15;;PAS;DU PALOMA;4;66.81;80;Appartement;26058
557;28;;AV;DUCHESNE;4;73.65;75;Appartement;26281
558;1;;RUE;DE LA LIBERATION;2;40.43;43;Appartement;27299
559;6;;RUE;DES ECUYERS;2;32.2;34;Appartement;28085
560;4;;RUE;CHAUVEAU LAGARDE;3;65.63;65;Appartement;28085
561;106;;AV;DU GENERAL LECLERC;3;58.87;58;Appartement;28134
562;14;;RUE;DE L ASPIC;2;42.47;43;Appartement;30189
563;175;;CHE;DE LA DOUCE DAME;5;104.56;104;Maison;31066
564;72;B;AV;SALVADOR ALLENDE;3;78.83;80;Appartement;31113
565;2;;RUE;DES LOIS;3;68.06;85;Appartement;31555
566;10;;RUE;MONTESQUIEU;2;42.0;42;Maison;33051
567;16;;RUE;JULIE;2;51.43;47;Appartement;33063
568;46;;RES;LE HAMEAU PIERRE FABRE;3;58.22;60;Appartement;33081
569;20;;RUE;HIPPOLYTE GOURDON;4;86.01;80;Maison;33249
570;100;;AV;DE LA LIBERATION;3;59.74;60;Appartement;33281
571;232;;RUE;DE SUZON;1;21.55;22;Appartement;33522
572;9001;;RES;SARCIGNAN;3;52.66;52;Appartement;33550
573;86;;AV;D INGRIL;2;36.69;31;Appartement;34108
574;19;;RUE;ARAGO;2;44.09;44;Appartement;34301
575;17;;BD;JOLIOT CURIE;1;22.13;21;Appartement;34301
576;25;;RUE;GALPIN THIOU;2;51.26;53;Appartement;37261
577;22;;CHE;JESUS;0;18.0;19;Appartement;38185
578;77;B;CRS;JEAN JAURES;3;73.12;68;Appartement;38185
579;5383;;;LA VILLE;2;35.6;35;Appartement;38186
580;4;;CHE;DE L HERMITAGE;4;132.05;141;Appartement;38229
581;25;;ALL;DE LA DENT DE CROLLES;3;74.5;75;Appartement;38249
582;220;;ALL;DE PRE MAYEN;2;42.06;42;Appartement;38249
583;315;;RUE;DU CLOS CAPPERONY;2;23.57;23;Appartement;39470
584;93;;AV;CHARLES DE GAULLE;1;23.53;24;Appartement;40133
585;220;;CHE;DE LAREIGNE;2;42.0;42;Appartement;40281
586;30;;RUE;ANDRE BOUILLAR;4;88.35;89;Appartement;40312
587;5;;RUE;OLIVIER DE SERRES;3;74.57;74;Appartement;42218
588;3;;RUE;DE TERRENOIRE;2;47.9;48;Appartement;42218
589;8;;RUE;MARCEAU;4;69.11;67;Appartement;44109
590;38;;BD;OCEANIDES;1;24.04;24;Appartement;44132
591;1;;RUE;DE L ARDECHE;5;103.79;94;Appartement;44162
592;6;;RUE;JEAN PAUL SARTRE;3;61.06;60;Appartement;44162
593;2;;RUE;DES PERVENCHES;4;69.81;69;Appartement;45075
594;4;T;RUE;DUTHUARD;3;140.0;110;Appartement;45258
595;11;;RUE;LOUIS GAIN;3;77.18;76;Appartement;49007
596;48;;RUE;ST NICOLAS;4;82.6;77;Appartement;49007
597;9;;AV;DE LA RICHARDIERE;2;53.6;50;Appartement;49099
598;7;;MAIL;CLAUDE DEBUSSY;3;57.0;56;Appartement;49347
599;43;;RUE;CHARLIER;3;74.15;75;Appartement;51454
600;8;;RUE;RUE BERTRAND DE VOGUE;4;92.5;95;Appartement;51454
601;11;;RUE;LUCRECE MERCIER;3;67.77;65;Appartement;53062
602;10;;PL;DE L EGLISE;3;52.26;52;Appartement;53073
603;3;B;RUE;DU COLOMBIER;3;58.27;57;Appartement;59220
604;108;;RUE;SAINT ANDRE;5;133.89;134;Appartement;59350
605;37;;RUE;JULES FERRY;1;32.69;33;Appartement;59410
606;16;;RUE;D ALSACE;1;21.92;32;Appartement;60057
607;150;;BD;DE LA MER;4;71.74;70;Appartement;62604
608;0;;RES;LES MARMOTTES;2;30.62;31;Appartement;66004
609;34;;RTE;DE BORDEAUX;3;64.3;64;Appartement;69078
610;2;;AV;RAYMOND DE VEYSSIERES;6;102.76;102;Appartement;69081
611;15;;RUE;REY LORAS;2;53.05;52;Appartement;69143
612;27;;RUE;DU PERRON;2;38.12;37;Appartement;69149
613;26;;RUE;DIDEROT;2;46.65;46;Appartement;69149
614;13;;RUE;BAUDIN;3;72.0;71;Appartement;69149
615;30;;RUE;PALAIS GRILLET;1;29.02;31;Appartement;69382
616;19;;QUAI;ROMAIN ROLLAND;3;143.12;139;Appartement;69385
617;5168;;;IMM LE GRAND PIC;1;17.94;21;Appartement;73235
618;5215;A;;TIGNY;2;42.3;39;Appartement;73306
619;143;;IMP;DES VIGNES;2;46.28;46;Appartement;74019
620;166;;AV;DE COURMAYEUR;2;33.66;37;Appartement;74056
621;70;;BD;SAINT MICHEL;4;85.61;90;Appartement;75106
622;34;;RUE;CLER;3;50.04;48;Appartement;75107
623;10;;RUE;DE GRANGE BATELIERE;2;39.86;35;Appartement;75109
624;41;;BD;DE LA VILLETTE;1;31.65;37;Appartement;75110
625;59;;RUE;DE LA FONTAINE AU ROI;3;62.72;50;Appartement;75111
626;79;;RUE;BRILLAT SAVARIN;2;30.81;32;Appartement;75113
627;12;;BD;EXELMANS;1;40.8;41;Appartement;75116
628;57;;RUE;PIXERECOURT;3;55.23;85;Appartement;75120
629;8;;RUE;PARC DE L'EPINETTE;4;71.59;71;Appartement;77053
630;15;;RUE;DU PRESBYTERE;3;60.22;60;Appartement;77259
631;6;B;AV;DE WAILLY;1;23.62;23;Appartement;78190
632;20;;RUE;DE DREUX;4;79.74;75;Appartement;78362
633;39;;BD;THIERS;6;156.5;156;Maison;78401
634;5;;RUE;DES JARDINS;2;84.28;90;Appartement;83009
635;254;;AV;DE LA MER;1;15.86;15;Appartement;83019
636;325;;RTE;DE LA BENOITE;3;87.49;64;Appartement;83034
637;59;;AV;GABRIEL PERI;2;35.55;38;Appartement;83062
638;11;;CHE;DU MARTINET;4;121.99;118;Appartement;83069
639;8;;RUE;PIERRE BROSSOLETTE;3;56.15;61;Appartement;83130
640;9001;;RES;ST MARC;4;81.5;84;Appartement;83137
641;216;;RUE;LANGERON;2;97.04;50;Appartement;83137
642;65;;BD;DES ACACIAS;3;65.4;69;Appartement;83137
643;58;;RUE;DE LA XAVEE;4;73.78;74;Appartement;88225
644;3;;RUE;DE BRASSE;2;34.48;34;Appartement;90010
645;8;;RUE;DES ANEMONES;3;63.54;59;Appartement;91201
646;1;B;RUE;PAUL FORT;1;25.35;29;Appartement;91425
647;101;;RUE;DU CHATEAU;1;19.5;24;Appartement;92004
648;91;;RUE;DU CHATEAU;3;61.23;63;Appartement;92012
649;77;;RUE;MARTRE;1;16.98;17;Appartement;92024
650;9;;AV;PUVIS DE CHAVANNES;3;59.72;59;Appartement;92026
651;9;;RUE;DE LA MUTUALITE;2;33.58;34;Appartement;92026
652;6;;AV;DE MONTCHANIN;3;53.1;54;Appartement;93007
653;45;;RUE;DES NOYERS;3;67.0;67;Appartement;93063
654;53;;AV;DE STALINGRAD;3;52.05;50;Appartement;94033
655;17;;BD;MAURICE BERTEAUX;2;46.6;35;Appartement;94068
656;16;B;AV;ALBERT 1ER;3;41.64;41;Appartement;94068
657;149;;RUE;DU MARECHAL LECLERC;2;35.76;28;Appartement;94069
658;6;;RUE;DE LA PAIX;2;36.15;37;Appartement;94080
659;3;;RUE;GALANDE;2;37.23;36;Appartement;95277
660;9;;RUE;DES CARRIERES;4;115.26;98;Appartement;95428
661;58;;AV;DU MONT BLANC;6;130.8;130;Appartement;01143
662;2;;RUE;DU RECULET;2;58.71;60;Appartement;01354
663;2;;RUE;DES MURIERS;3;76.16;77;Appartement;06027
664;5;;RUE;DU CANADA;4;83.21;96;Appartement;06029
665;54;;RUE;VICTOR HUGO;1;29.07;25;Appartement;06030
666;116;;BD;SADI CARNOT;4;90.45;105;Appartement;06030
667;640;;CHE;DES CAILLADES;5;103.92;120;Appartement;06044
668;29;;AV;VILLERMONT;3;69.0;36;Appartement;06088
669;4;;AV;CYRNOS;3;47.5;62;Appartement;06088
670;127;;PROM;DES ANGLAIS;1;52.8;42;Appartement;06088
671;65;;AV;DE   VALBERG;3;63.15;75;Appartement;06094
672;562;;CHE;DES RASCAS;3;66.02;65;Appartement;06123
673;190;;RTE;DE CANNES;3;35.76;33;Appartement;06155
674;280;;AV;DE LA BERMONE;1;26.71;27;Appartement;06161
675;27;;RUE;PIERRE BROSSOLETTE;2;35.63;39;Appartement;10362
676;4;;RUE;CHARBONNET;2;32.34;33;Appartement;10387
677;9;;;LA PINEDE;2;37.12;36;Appartement;11144
678;1;;RES;LA VOILE D'OC;3;32.53;45;Appartement;11170
679;71;;RES;HAMEAU DES PECHEURS;2;24.61;30;Maison;11202
680;12;;RUE;DU LUXEMBOURG;4;111.96;109;Appartement;11262
681;10;;QUAI;VICTOR HUGO;1;34.34;34;Appartement;11262
682;3;;RUE;DE SERIGNAN;2;33.08;44;Appartement;11379
683;5000;;AV;ERNEST SUBILIA;2;28.34;28;Appartement;13028
684;14;;PL;AUX HUILES;2;38.54;40;Appartement;13201
685;6;;RUE;GUINTRAND;1;20.2;21;Appartement;13202
686;29;;RUE;MARECHAL FAYOLLE;2;29.86;30;Appartement;13204
687;23;;RUE;D ISLY;1;27.65;30;Appartement;13205
688;30;;RUE;DES MOUSSES;2;50.32;50;Appartement;13208
689;14;;RUE;NEGRESKO;3;69.32;69;Appartement;13208
690;116;;BD;MIREILLE LAUZE;3;68.45;68;Appartement;13210
691;147;;AV;DE LA TIMONE;3;68.89;70;Appartement;13210
692;36;;AV;DE SAINT BARNABE;4;65.72;65;Appartement;13212
693;2;;IMP;DU CHALET;2;125.85;106;Appartement;13215
694;54;;RUE;G LE CONQUERANT;2;41.07;39;Appartement;14715
695;14;;BD;DE LA LIBERTE;1;30.84;30;Appartement;18279
696;9;;RUE;DU VERCORS;3;53.11;53;Appartement;29019
697;38;;AV;DES GLENAN;5;84.69;81;Appartement;29232
698;6572;;;ILE CAVALLO;4;87.16;89;Appartement;2A041
699;5163;;;TIUCCIA;2;37.78;38;Appartement;2A070
700;5;;RUE;D AUVERGNE;3;45.23;47;Appartement;30034
701;2;;AV;LE CENTURION;2;26.4;27;Appartement;30133
702;24;;AV;REGNAULD;1;31.12;31;Appartement;33009
703;6;;AV;DU PARC;3;52.0;64;Appartement;33009
704;26;;RUE;BONGRAND;1;18.52;39;Appartement;33063
705;267;;RUE;TRUCHON;2;47.34;46;Appartement;33080
706;14;;RUE;ANDRE MALRAUX;4;103.36;81;Maison;33096
707;18;;ALL;DES GRIVES;3;66.02;66;Maison;33167
708;3;;RUE;SIMONE VEIL;2;43.69;44;Appartement;33312
709;9001;;RES;FORTUNIO;3;62.84;63;Appartement;33522
710;11;;CLOS;DE VIC;3;29.6;35;Maison;34333
711;19;;RUE;JOSEPH PANAGET;3;62.91;62;Appartement;35032
712;4;;RUE;FRANCIS POULENC;3;57.03;58;Appartement;37122
713;52;;RUE;DE STALINGRAD;4;88.21;87;Appartement;38185
714;13;;RUE;ANTOINE POLOTTI;4;83.63;83;Appartement;38421
715;9;;RUE;ANNE FRANK;2;47.67;47;Appartement;38421
716;54;;RUE;PEYCHAN;4;70.21;81;Appartement;40046
717;4;;PL;PORTE CAMPET;4;94.0;120;Appartement;40192
718;154;;ALL;DU REGAIN;3;60.65;63;Appartement;40326
719;6;;RUE;DU CHATEAU GAILLARD;3;51.17;52;Appartement;44069
720;3;B;RUE;DES PATURES;1;29.94;35;Appartement;44074
721;57;;RUE;DES SANSONNETS;2;45.95;45;Maison;44201
722;227;;RUE;DE L ARDOUX;1;23.84;24;Appartement;45232
723;123;;AV;SAINT MICHEL;4;116.72;109;Maison;45232
724;11;;RUE;DES TROIS MARIES;4;16.24;83;Appartement;45234
725;21;;RUE;DE LA BUTTE;3;73.01;86;Maison;45285
726;16;;RUE;GARNIER;1;28.65;29;Appartement;49007
727;2;;AV;JEAN LURCAT;3;69.08;70;Appartement;49015
728;30;;RUE;DU GENERAL COMPERE;1;25.53;26;Appartement;51108
729;13;;RUE;ARISTIDE BRIAND;2;38.35;39;Appartement;51573
730;3;;PL;SAINT REMY;4;47.6;157;Appartement;54329
731;13;;RUE;JOSEPH MARIETTE;2;36.13;32;Appartement;56083
732;25;;RUE;DE QUEHELLO;2;39.56;39;Appartement;56107
733;14;;RUE;RAYMOND QUERO;3;61.47;62;Appartement;56121
734;1;;ALL;DE LA FRANGE;3;76.09;78;Appartement;59009
735;14;;RUE;SALVADOR ALLENDE;3;65.48;67;Appartement;59271
736;48;;RUE;DU PROGRES;4;68.77;68;Appartement;59367
737;22;;RUE;DE LA REPUBLIQUE;4;60.09;69;Appartement;60157
738;136;;RUE;PELEE PROLONGEE;3;36.96;63;Appartement;60509
739;57;;AV;DE L'ORANGERIE;3;58.5;58;Appartement;60684
740;3;;RUE;DU BLOC;1;22.98;25;Appartement;62041
741;12;;RUE;DES PINS;2;57.07;72;Appartement;64260
742;24;;PL;JEAN JAURES;2;29.94;45;Appartement;69096
743;15;;RUE;DUBREUIL;3;83.05;83;Appartement;69243
744;92;;RUE;DE LA GARE;5;100.55;102;Appartement;69278
745;13;;RUE;DUGAS MONTBEL;2;32.43;25;Appartement;69382
746;9;;PAS;PANAMA;1;27.5;29;Appartement;69382
747;39;;RUE;DENFERT ROCHEREAU;5;119.31;123;Appartement;69384
748;55;;BD;DES CANUTS;2;43.01;42;Appartement;69384
749;64;;RUE;COMMANDANT CHARCOT;1;24.8;24;Appartement;69385
750;27;;BD;EMILE ZOLA;1;16.58;17;Appartement;72181
751;6018;;;BALCONS DE VAL THO CHAL 6;4;63.8;62;Appartement;73257
752;396;;RTE;DE SALLANCHES;2;63.12;61;Appartement;74083
753;2;;RUE;DE LA PRAIRIE;2;45.83;45;Appartement;74264
754;54;;RUE;DE CLERY;2;18.96;22;Appartement;75102
755;9;;RUE;DE LA CORDERIE;1;39.18;40;Appartement;75103
756;79;;RUE;DES ARCHIVES;1;22.61;21;Appartement;75103
757;3;;RUE;DU PERCHE;1;43.71;40;Appartement;75103
758;24;;RUE;SAINT MARTIN;4;62.24;62;Appartement;75104
759;34;;RUE;DU FER A MOULIN;2;41.0;44;Appartement;75105
760;62;;RUE;MONSIEUR LE PRINCE;3;81.15;60;Appartement;75106
761;8;;RUE;JOSEPH BARA;5;117.1;117;Appartement;75106
762;9;;RUE;DE FLEURUS;3;78.74;81;Appartement;75106
763;150;;RUE;DE RENNES;3;52.84;55;Appartement;75106
764;9;;RUE;AMELIE;1;15.88;15;Appartement;75107
765;26;;RUE;GODOT DE MAUROY;3;63.45;51;Appartement;75109
766;32;;RUE;BUISSON ST LOUIS;3;42.01;51;Appartement;75110
767;51;B;AV;DE LA REPUBLIQUE;4;69.34;69;Appartement;75111
768;38;;BD;BEAUMARCHAIS;4;49.84;50;Appartement;75111
769;10;;RUE;VERONESE;2;29.68;25;Appartement;75113
770;28;;RUE;DELAMBRE;2;84.8;38;Appartement;75114
771;9;;RUE;D ODESSA;3;43.16;43;Appartement;75114
772;57;;RUE;DU MOULIN VERT;3;41.66;43;Appartement;75114
773;76;B;RUE;DES PLANTES;1;25.11;26;Appartement;75114
774;380;;RUE;DE VAUGIRARD;3;51.43;55;Appartement;75115
775;145;;RUE;DE LOURMEL;3;61.82;62;Appartement;75115
776;7;;RUE;LOUIS DAVID;2;59.47;56;Appartement;75116
777;53;;RUE;LEGENDRE;4;82.7;80;Appartement;75117
778;36;;BD;DES BATIGNOLLES;2;66.21;65;Appartement;75117
779;26;;RUE;TRUFFAUT;2;23.1;31;Appartement;75117
780;64;;RUE;MARX DORMOY;3;60.96;58;Appartement;75118
781;86;;RUE;PHILIPPE DE GIRARD;1;113.66;157;Appartement;75118
782;50;;RUE;PETIT;1;24.38;24;Appartement;75119
783;59;;RUE;D HAUTPOUL;2;32.05;34;Appartement;75119
784;14;;RUE;DE LA VILLETTE;2;30.9;35;Appartement;75119
785;41;;RUE;PELLEPORT;1;11.6;12;Appartement;75120
786;133;;RUE;DES PYRENEES;3;43.7;44;Appartement;75120
787;36;;RUE;JACQUES BOURGEOIS;2;44.51;44;Appartement;76217
788;30;B;RUE;DU VIEUX RU;6;130.72;129;Maison;77014
789;6;;ALL;DE LA FORET;2;47.32;47;Appartement;77169
790;41;;PROM;DU BOIS;4;76.99;78;Appartement;77326
791;6;;RUE;DU STADE;2;32.71;34;Appartement;77373
792;13;;PL;CLAUDE MONET;2;42.0;42;Appartement;77438
793;4;B;RUE;MARCELIN BERTHELOT;2;43.46;43;Appartement;77445
794;68;;RUE;DE PARIS;2;47.26;47;Appartement;77468
